mpn_id	syn1_id	is_rbh	pident	align_len	mpn_len	syn1_len	mpn_cov_pct	syn1_cov_pct	evalue	bitscore	mpn_primary_id	mpn_locus_tag	mpn_gene	mpn_product	mpn_seqid	mpn_start_1b	mpn_end_1b	mpn_strand	syn1_primary_id	syn1_locus_tag	syn1_gene	syn1_product	syn1_seqid	syn1_start_1b	syn1_end_1b	syn1_strand	source
MPN_RS03145||NC_000912.1	MMSYN1_0420||CP002027.1	True	33.16	576	558	547	103.2258064516129	105.30164533820842	6.26e-78	251.0	MPN_RS03145	MPN_RS03145		DAK2 domain-containing protein	NC_000912.1	666585	668261	-	MMSYN1_0420	MMSYN1_0420		dihydroxyacetone kinase 2 domain protein	CP002027.1	524140	525783	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03190|argS|NC_000912.1	MMSYN1_0535|argS|CP002027.1	True	33.128	486	537	554	90.50279329608938	87.72563176895306	1.4000000000000002e-72	236.0	MPN_RS03190	MPN_RS03190	argS	arginine--tRNA ligase	NC_000912.1	675691	677304	-	MMSYN1_0535	MMSYN1_0535	argS	arginine--tRNA ligase	CP002027.1	642339	644003	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02280|proS|NC_000912.1	MMSYN1_0282|proS|CP002027.1	True	32.99	485	483	474	100.41407867494824	102.32067510548524	9.95e-83	259.0	MPN_RS02280	MPN_RS02280	proS	proline--tRNA ligase	NC_000912.1	483529	484980	+	MMSYN1_0282	MMSYN1_0282	proS	proline--tRNA ligase	CP002027.1	361089	362513	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03815||NC_000912.1	MMSYN1_0127||CP002027.1	True	32.938	337	425	404	79.29411764705883	83.41584158415841	1.44e-40	144.0	MPN_RS03815	MPN_RS03815		HD domain-containing protein	NC_000912.1	800735	802012	-	MMSYN1_0127	MMSYN1_0127		HD domain protein	CP002027.1	165521	166735	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00040|mnmE|NC_000912.1	MMSYN1_0081|trmE|CP002027.1	True	32.816	451	442	452	102.03619909502262	99.77876106194691	7.840000000000001e-70	223.0	MPN_RS00040	MPN_RS00040	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	NC_000912.1	9947	11275	+	MMSYN1_0081	MMSYN1_0081	trmE	tRNA modification GTPase TrmE	CP002027.1	109715	111073	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00090||NC_000912.1	MMSYN1_0684|folD|CP002027.1	True	32.74	281	269	288	104.46096654275092	97.56944444444444	9.38e-52	166.0	MPN_RS00090	MPN_RS00090		bifunctional 5,10-methylenetetrahydrofolate dehydrogenase/5,10-methenyltetrahydrofolate cyclohydrolase	NC_000912.1	18180	18989	-	MMSYN1_0684	MMSYN1_0684	folD	bifunctional protein FolD	CP002027.1	815822	816688	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00225||NC_000912.1	MMSYN1_0217||CP002027.1	True	32.707	266	264	257	100.75757575757575	103.50194552529183	2.4400000000000002e-29	107.0	MPN_RS00225	MPN_RS00225		MIP/aquaporin family protein	NC_000912.1	51634	52428	+	MMSYN1_0217	MMSYN1_0217		glycerol uptake facilitator protein	CP002027.1	279390	280163	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03825|rsmA|NC_000912.1	MMSYN1_0004|ksgA|CP002027.1	True	32.701	211	263	266	80.22813688212928	79.32330827067669	1.55e-20	83.6	MPN_RS03825	MPN_RS03825	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA	NC_000912.1	803434	804225	-	MMSYN1_0004	MMSYN1_0004	ksgA	dimethyladenosine transferase	CP002027.1	3207	4007	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02365||NC_000912.1	MMSYN1_0707||CP002027.1	True	32.653	245	244	249	100.40983606557377	98.39357429718875	1.84e-38	130.0	MPN_RS02365	MPN_RS02365		ATP-binding cassette domain-containing protein	NC_000912.1	500943	501677	+	MMSYN1_0707	MMSYN1_0707		alkylphosphonate ABC transporter, ATP-binding component	CP002027.1	846081	846830	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03600|frr|NC_000912.1	MMSYN1_0536|frr|CP002027.1	True	32.571	175	184	182	95.1086956521739	96.15384615384616	3.36e-29	102.0	MPN_RS03600	MPN_RS03600	frr	ribosome recycling factor	NC_000912.1	762639	763193	+	MMSYN1_0536	MMSYN1_0536	frr	ribosome recycling factor	CP002027.1	644005	644553	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01350|rnr|NC_000912.1	MMSYN1_0775||CP002027.1	True	32.551	682	726	704	93.93939393939394	96.875	1.04e-81	270.0	MPN_RS01350	MPN_RS01350	rnr	ribonuclease R	NC_000912.1	294381	296561	+	MMSYN1_0775	MMSYN1_0775		3'-5' exoribonuclease, VacB/RNase II family	CP002027.1	911859	913973	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00390|rsmI|NC_000912.1	MMSYN1_0504||CP002027.1	True	32.292	288	276	295	104.34782608695652	97.62711864406779	6.8e-40	135.0	MPN_RS00390	MPN_RS00390	rsmI	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	NC_000912.1	85598	86428	-	MMSYN1_0504	MMSYN1_0504		conserved hypothetical protein	CP002027.1	609657	610544	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01610|tsaB|NC_000912.1	MMSYN1_0271||CP002027.1	True	32.258	186	196	187	94.89795918367346	99.46524064171123	8.23e-21	80.9	MPN_RS01610	MPN_RS01610	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	NC_000912.1	348301	348891	-	MMSYN1_0271	MMSYN1_0271		glycoprotease family protein	CP002027.1	344859	345422	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03775|tyrS|NC_000912.1	MMSYN1_0613|tyrS|CP002027.1	True	32.227	422	399	414	105.76441102756893	101.93236714975845	8.550000000000001e-73	229.0	MPN_RS03775	MPN_RS03775	tyrS	tyrosine--tRNA ligase	NC_000912.1	791473	792672	+	MMSYN1_0613	MMSYN1_0613	tyrS	tyrosine--tRNA ligase	CP002027.1	759398	760642	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02230||NC_000912.1	MMSYN1_0414||CP002027.1	True	32.154	650	733	754	88.67667121418826	86.20689655172414	7.78e-80	266.0	MPN_RS02230	MPN_RS02230		RelA/SpoT family protein	NC_000912.1	476470	478671	+	MMSYN1_0414	MMSYN1_0414		RelA/SpoT family protein	CP002027.1	515862	518126	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03605||NC_000912.1	MMSYN1_0304|cdsA|CP002027.1	True	32.131	305	395	342	77.21518987341773	89.18128654970761	7.97e-22	90.5	MPN_RS03605	MPN_RS03605		phosphatidate cytidylyltransferase	NC_000912.1	763193	764380	+	MMSYN1_0304	MMSYN1_0304	cdsA	phosphatidate cytidylyltransferase	CP002027.1	387049	388077	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01180||NC_000912.1	MMSYN1_0246||CP002027.1	True	32.111	791	872	968	90.71100917431193	81.71487603305785	3.29e-116	372.0	MPN_RS01180	MPN_RS01180		cation-translocating P-type ATPase	NC_000912.1	254635	257253	+	MMSYN1_0246	MMSYN1_0246		E1-E2 ATPase subfamily, putative	CP002027.1	320410	323316	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00705|hrcA|NC_000912.1	MMSYN1_0544|hrcA|CP002027.1	True	31.928	332	351	340	94.58689458689459	97.6470588235294	1.17e-48	162.0	MPN_RS00705	MPN_RS00705	hrcA	heat-inducible transcriptional repressor HrcA	NC_000912.1	160730	161785	-	MMSYN1_0544	MMSYN1_0544	hrcA	heat-inducible transcription repressor HrcA	CP002027.1	651621	652643	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01905||NC_000912.1	MMSYN1_0695||CP002027.1	True	31.926	758	715	722	106.01398601398601	104.98614958448753	1.2900000000000002e-73	248.0	MPN_RS01905	MPN_RS01905		ATP-dependent helicase	NC_000912.1	405573	407720	+	MMSYN1_0695	MMSYN1_0695		UvrD/REP helicase domain protein	CP002027.1	828631	830799	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01040|map|NC_000912.1	MMSYN1_0650|map|CP002027.1	True	31.6	250	248	251	100.80645161290323	99.60159362549801	2.27e-45	148.0	MPN_RS01040	MPN_RS01040	map	type I methionyl aminopeptidase	NC_000912.1	229597	230343	+	MMSYN1_0650	MMSYN1_0650	map	methionine aminopeptidase, type I	CP002027.1	793722	794477	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03430|atpF|NC_000912.1	MMSYN1_0794|atpF|CP002027.1	True	31.522	184	207	181	88.88888888888889	101.65745856353591	4.95e-19	76.3	MPN_RS03430	MPN_RS03430	atpF	F0F1 ATP synthase subunit B	NC_000912.1	723902	724525	-	MMSYN1_0794	MMSYN1_0794	atpF	ATP synthase F0, B subunit	CP002027.1	934305	934850	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00655|infC|NC_000912.1	MMSYN1_0200|infC|CP002027.1	True	31.492	181	183	181	98.90710382513662	100.0	8.020000000000001e-27	95.9	MPN_RS00655	MPN_RS00655	infC	translation initiation factor IF-3	NC_000912.1	150697	151248	+	MMSYN1_0200	MMSYN1_0200	infC	translation initiation factor IF-3	CP002027.1	263324	263869	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03540||NC_000912.1	MMSYN1_0410||CP002027.1	True	31.412	347	450	453	77.11111111111111	76.60044150110376	3.17e-44	155.0	MPN_RS03540	MPN_RS03540		DEAD/DEAH box helicase	NC_000912.1	749850	751202	+	MMSYN1_0410	MMSYN1_0410		superfamily II DNA and RNA helicase	CP002027.1	508070	509431	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01310|ung|NC_000912.1	MMSYN1_0436|ung|CP002027.1	True	31.401	207	240	217	86.25	95.39170506912443	2.5599999999999997e-24	92.0	MPN_RS01310	MPN_RS01310	ung	uracil-DNA glycosylase	NC_000912.1	286468	287190	+	MMSYN1_0436	MMSYN1_0436	ung	uracil-DNA glycosylase (UDG)	CP002027.1	538691	539344	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03125|fmt|NC_000912.1	MMSYN1_0390|fmt|CP002027.1	True	31.313	297	311	317	95.49839228295819	93.69085173501577	3.4299999999999995e-42	143.0	MPN_RS03125	MPN_RS03125	fmt	methionyl-tRNA formyltransferase	NC_000912.1	661848	662783	+	MMSYN1_0390	MMSYN1_0390	fmt	methionyl-tRNA formyltransferase	CP002027.1	477610	478563	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01960|plsY|NC_000912.1	MMSYN1_0117|plsY|CP002027.1	True	31.301	246	239	253	102.92887029288703	97.23320158102767	5.24e-26	97.4	MPN_RS01960	MPN_RS01960	plsY	glycerol-3-phosphate 1-O-acyltransferase PlsY	NC_000912.1	417391	418110	-	MMSYN1_0117	MMSYN1_0117	plsY	acyl-phosphate glycerol 3-phosphate acyltransferase	CP002027.1	151878	152639	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01440|topA|NC_000912.1	MMSYN1_0859||CP002027.1	True	31.15	687	711	653	96.62447257383967	105.20673813169985	1.1800000000000002e-79	262.0	MPN_RS01440	MPN_RS01440	topA	type I DNA topoisomerase	NC_000912.1	312256	314391	+	MMSYN1_0859	MMSYN1_0859		DNA topoisomerase domain protein	CP002027.1	1012008	1013969	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01975|dnaG|NC_000912.1	MMSYN1_0406|dnaG|CP002027.1	True	31.07	383	620	612	61.774193548387096	62.58169934640523	1.3299999999999999e-46	169.0	MPN_RS01975	MPN_RS01975	dnaG	DNA primase	NC_000912.1	420293	422155	-	MMSYN1_0406	MMSYN1_0406	dnaG	DNA primase	CP002027.1	503260	505098	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01250|hprK|NC_000912.1	MMSYN1_0821|hprK|CP002027.1	True	31.013	316	312	313	101.28205128205128	100.95846645367412	1.98e-50	165.0	MPN_RS01250	MPN_RS01250	hprK	HPr(Ser) kinase/phosphatase	NC_000912.1	274571	275509	+	MMSYN1_0821	MMSYN1_0821	hprK	HPr kinase/phosphorylase (HPrK/P) (HPr(Ser)kinase/phosphorylase)	CP002027.1	965073	966014	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00805||NC_000912.1	MMSYN1_0139||CP002027.1	True	30.99	313	324	316	96.60493827160494	99.0506329113924	1.79e-39	137.0	MPN_RS00805	MPN_RS00805		bifunctional oligoribonuclease/PAP phosphatase NrnA	NC_000912.1	179871	180845	+	MMSYN1_0139	MMSYN1_0139		DHH family protein	CP002027.1	179825	180775	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02130|dnaE|NC_000912.1	MMSYN1_0612||CP002027.1	True	30.95	853	872	987	97.8211009174312	86.42350557244174	5.82e-115	369.0	MPN_RS02130	MPN_RS02130	dnaE	DNA polymerase III subunit alpha	NC_000912.1	453650	456268	+	MMSYN1_0612	MMSYN1_0612		DNA polymerase III, alpha subunit subfamily, putative	CP002027.1	756240	759203	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02415||NC_000912.1	MMSYN1_0415|smc|CP002027.1	True	30.938	1002	982	988	102.0366598778004	101.417004048583	1.63e-150	467.0	MPN_RS02415	MPN_RS02415		AAA family ATPase	NC_000912.1	511594	514542	-	MMSYN1_0415	MMSYN1_0415	smc	chromosome segregation protein SMC	CP002027.1	518163	521129	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00365||NC_000912.1	MMSYN1_0733||CP002027.1	True	30.922	553	554	558	99.81949458483754	99.10394265232975	1.3200000000000001e-80	258.0	MPN_RS00365	MPN_RS00365		phospho-sugar mutase	NC_000912.1	82081	83745	+	MMSYN1_0733	MMSYN1_0733		phosphoglucomutase or phosphomannomutase	CP002027.1	864134	865810	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02730||NC_000912.1	MMSYN1_0331||CP002027.1	True	30.876	217	235	237	92.34042553191489	91.56118143459915	8.66e-19	77.4	MPN_RS02730	MPN_RS02730		YebC/PmpR family DNA-binding transcriptional regulator	NC_000912.1	582071	582778	-	MMSYN1_0331	MMSYN1_0331		conserved hypothetical protein	CP002027.1	419454	420167	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03685||NC_000912.1	MMSYN1_0019||CP002027.1	True	30.841	321	364	328	88.18681318681318	97.86585365853658	1.6e-28	108.0	MPN_RS03685	MPN_RS03685		mannitol-1-phosphate 5-dehydrogenase	NC_000912.1	777463	778557	+	MMSYN1_0019	MMSYN1_0019		mannitol-1-phosphate 5-dehydrogenase	CP002027.1	36687	37673	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02625||NC_000912.1	MMSYN1_0685||CP002027.1	True	30.68	515	565	533	91.15044247787611	96.62288930581613	6.44e-51	178.0	MPN_RS02625	MPN_RS02625		potassium transporter TrkG	NC_000912.1	562658	564355	-	MMSYN1_0685	MMSYN1_0685		sodium transport protein	CP002027.1	816697	818298	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03415|atpG|NC_000912.1	MMSYN1_0791|atpG|CP002027.1	True	30.556	288	279	280	103.2258064516129	102.85714285714286	1.45e-43	145.0	MPN_RS03415	MPN_RS03415	atpG	ATP synthase F1 subunit gamma	NC_000912.1	720975	721814	-	MMSYN1_0791	MMSYN1_0791	atpG	ATP synthase F1, gamma subunit	CP002027.1	931325	932167	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01215||NC_000912.1	MMSYN1_0844||CP002027.1	True	30.317	221	376	336	58.776595744680854	65.77380952380952	2.23e-19	83.2	MPN_RS01215	MPN_RS01215		ABC transporter permease	NC_000912.1	267072	268202	+	MMSYN1_0844	MMSYN1_0844		oligopeptide ABC transporter, permease component	CP002027.1	997085	998095	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02390||NC_000912.1	MMSYN1_0134||CP002027.1	True	30.247	486	475	495	102.3157894736842	98.18181818181819	2.33e-52	179.0	MPN_RS02390	MPN_RS02390		MFS transporter	NC_000912.1	507193	508620	-	MMSYN1_0134	MMSYN1_0134		putative membrane protein	CP002027.1	174619	176106	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03690||NC_000912.1	MMSYN1_0021||CP002027.1	True	30.147	136	143	138	95.1048951048951	98.55072463768116	3.15e-17	68.6	MPN_RS03690	MPN_RS03690		PTS mannitol transporter subunit IIA	NC_000912.1	778538	778969	+	MMSYN1_0021	MMSYN1_0021		PTS system, mannitol-permease iia component	CP002027.1	38505	38921	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01380|rsgA|NC_000912.1	MMSYN1_0263|rsgA|CP002027.1	True	30.137	292	278	300	105.03597122302158	97.33333333333333	1.1e-31	114.0	MPN_RS01380	MPN_RS01380	rsgA	ribosome small subunit-dependent GTPase A	NC_000912.1	300255	301091	+	MMSYN1_0263	MMSYN1_0263	rsgA	ribosome small subunit-dependent GTPase A	CP002027.1	340099	341001	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01470||NC_000912.1	MMSYN1_0259||CP002027.1	True	30.049	203	259	265	78.37837837837837	76.60377358490567	1.48e-23	91.7	MPN_RS01470	MPN_RS01470		NAD(+) kinase	NC_000912.1	318581	319360	+	MMSYN1_0259	MMSYN1_0259		NAD(+)/nadh kinase, putative	CP002027.1	335106	335903	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03530||NC_000912.1	MMSYN1_0257||CP002027.1	True	30.035	566	561	583	100.89126559714795	97.08404802744425	8.32e-84	268.0	MPN_RS03530	MPN_RS03530		RNase J family beta-CASP ribonuclease	NC_000912.1	747742	749427	-	MMSYN1_0257	MMSYN1_0257		hydrolase	CP002027.1	332498	334249	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03830|yidC|NC_000912.1	MMSYN1_0908|oxaA|CP002027.1	True	30.026	383	385	396	99.48051948051948	96.71717171717172	2.1399999999999997e-34	126.0	MPN_RS03830	MPN_RS03830	yidC	membrane protein insertase YidC	NC_000912.1	804218	805375	-	MMSYN1_0908	MMSYN1_0908	oxaA	membrane protein OxaA	CP002027.1	1076838	1078028	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01210||NC_000912.1	MMSYN1_0843||CP002027.1	True	29.9	301	389	357	77.37789203084833	84.31372549019608	4.9299999999999995e-28	108.0	MPN_RS01210	MPN_RS01210		ABC transporter permease	NC_000912.1	265910	267079	+	MMSYN1_0843	MMSYN1_0843		oligopeptide ABC transporter, permease component	CP002027.1	996010	997083	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01880||NC_000912.1	MMSYN1_0380||CP002027.1	True	29.769	346	349	365	99.14040114613181	94.79452054794521	8.42e-49	163.0	MPN_RS01880	MPN_RS01880		nicotinate-nucleotide adenylyltransferase	NC_000912.1	398358	399407	-	MMSYN1_0380	MMSYN1_0380		putative nicotinate-nucleotide adenylyltransferase	CP002027.1	467863	468960	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00680||NC_000912.1	MMSYN1_0543|grpE|CP002027.1	True	29.747	158	217	200	72.8110599078341	79.0	1.15e-12	59.7	MPN_RS00680	MPN_RS00680		nucleotide exchange factor GrpE	NC_000912.1	155323	155976	+	MMSYN1_0543	MMSYN1_0543	grpE	co-chaperone GrpE	CP002027.1	651017	651619	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03860|dnaA|NC_000912.1	MMSYN1_0001|dnaA_1|CP002027.1	True	29.7	367	439	450	83.5990888382688	81.55555555555556	3.34e-50	171.0	MPN_RS03860	MPN_RS03860	dnaA	chromosomal replication initiator protein DnaA	NC_000912.1	813468	814787	-	MMSYN1_0001	MMSYN1_0001	dnaA_1	chromosomal replication initiator protein DnaA	CP002027.1	1	1353	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
