locus_tag	name	chrom	start0	end0	strand	syn3A_locus_tag	syn3A_name	syn3A_start0	syn3A_end0	syn1_upstream_locus	syn1_upstream_dist	syn1_downstream_locus	syn1_downstream_dist	syn3A_upstream_locus	syn3A_upstream_dist	syn3A_downstream_locus	syn3A_downstream_dist	syn1_cw_neighbor	syn1_cw_dist	syn1_cw_strand	syn1_ccw_neighbor	syn1_ccw_dist	syn1_ccw_strand	syn3A_cw_neighbor	syn3A_cw_dist	syn3A_cw_strand	syn3A_ccw_neighbor	syn3A_ccw_dist	syn3A_ccw_strand	unaltered_ccw_bps	unaltered_cw_bps	cw_context_changed	ccw_context_changed	gene_impact_class
MMSYN1_0529	pheS	CP002027.1	631032	632085	-	JCVISYN3A_0529	pheS	338399.0	339452.0	MMSYN1_0530	29	MMSYN1_0528	8	JCVISYN3A_0530	29	JCVISYN3A_0528	8	MMSYN1_0530	29	-	MMSYN1_0528	8	-	JCVISYN3A_0530	29	-	JCVISYN3A_0528	8	-	15192	646	False	False	unaffected
MMSYN1_0530		CP002027.1	632114	632723	-	JCVISYN3A_0530	JCVISYN3A_0530	339481.0	340090.0	MMSYN1_0531	8	MMSYN1_0529	29	JCVISYN3A_0532	123	JCVISYN3A_0529	29	MMSYN1_0531	8	-	MMSYN1_0529	29	-	JCVISYN3A_0532	123	-	JCVISYN3A_0529	29	-	16274	8	True	False	unaffected
MMSYN1_0532	rrf	CP002027.1	637295	637404	-	JCVISYN3A_0532	rrfB	340213.0	340322.0	MMSYN1_0533	74	MMSYN1_0531	115	JCVISYN3A_0533	61	JCVISYN3A_0530	123	MMSYN1_0533	74	-	MMSYN1_0531	115	-	JCVISYN3A_0533	61	-	JCVISYN3A_0530	123	-	115	19774	False	True	unaffected
MMSYN1_0533	rrl	CP002027.1	637478	640373	-	JCVISYN3A_0533	rrlB	340383.0	343297.0	MMSYN1_0534	230	MMSYN1_0532	74	JCVISYN3A_0534	219	JCVISYN3A_0532	61	MMSYN1_0534	230	-	MMSYN1_0532	74	-	JCVISYN3A_0534	219	-	JCVISYN3A_0532	61	-	298	16805	False	False	unaffected
MMSYN1_0534	rrs	CP002027.1	640603	642127	-	JCVISYN3A_0534	rrsB	343516.0	345051.0	MMSYN1_0535	211	MMSYN1_0533	230	JCVISYN3A_0535	206	JCVISYN3A_0533	219	MMSYN1_0535	211	-	MMSYN1_0533	230	-	JCVISYN3A_0535	206	-	JCVISYN3A_0533	219	-	3423	15051	False	False	unaffected
MMSYN1_0535	argS	CP002027.1	642338	644003	-	JCVISYN3A_0535	argRS	345257.0	346922.0	MMSYN1_0536	1	MMSYN1_0534	211	JCVISYN3A_0536	1	JCVISYN3A_0534	206	MMSYN1_0536	1	-	MMSYN1_0534	211	-	JCVISYN3A_0536	1	-	JCVISYN3A_0534	206	-	5158	13175	False	False	unaffected
MMSYN1_0536	frr	CP002027.1	644004	644553	-	JCVISYN3A_0536	frr	346923.0	347472.0	MMSYN1_0537	10	MMSYN1_0535	1	JCVISYN3A_0537	10	JCVISYN3A_0535	1	MMSYN1_0537	10	-	MMSYN1_0535	1	-	JCVISYN3A_0537	10	-	JCVISYN3A_0535	1	-	6824	12625	False	False	unaffected
MMSYN1_0537	pyrH	CP002027.1	644563	645277	-	JCVISYN3A_0537	pyrH	347482.0	348196.0	MMSYN1_0538	133	MMSYN1_0536	10	JCVISYN3A_0538	133	JCVISYN3A_0536	10	MMSYN1_0538	133	-	MMSYN1_0536	10	-	JCVISYN3A_0538	133	-	JCVISYN3A_0536	10	-	7383	11901	False	False	unaffected
MMSYN1_0538		CP002027.1	645410	646016	-	JCVISYN3A_0538	JCVISYN3A_0538	348329.0	348935.0	MMSYN1_0539	-1	MMSYN1_0537	133	JCVISYN3A_0539	-1	JCVISYN3A_0537	133	MMSYN1_0539	-1	-	MMSYN1_0537	133	-	JCVISYN3A_0539	-1	-	JCVISYN3A_0537	133	-	8230	11162	False	False	unaffected
MMSYN1_0539	tsf	CP002027.1	646015	646903	-	JCVISYN3A_0539	tsf	348934.0	349822.0	MMSYN1_0540	11	MMSYN1_0538	-1	JCVISYN3A_0540	11	JCVISYN3A_0538	-1	MMSYN1_0540	11	-	MMSYN1_0538	-1	-	JCVISYN3A_0540	11	-	JCVISYN3A_0538	-1	-	8835	10275	False	False	unaffected
MMSYN1_0540	rpsB	CP002027.1	646914	647793	-	JCVISYN3A_0540	rpsB	349833.0	350712.0	MMSYN1_0541	207	MMSYN1_0539	11	JCVISYN3A_0541	207	JCVISYN3A_0539	11	MMSYN1_0541	207	-	MMSYN1_0539	11	-	JCVISYN3A_0541	207	-	JCVISYN3A_0539	11	-	9734	9385	False	False	unaffected
MMSYN1_0541	dnaJ	CP002027.1	648000	649119	-	JCVISYN3A_0541	dnaJ	350919.0	352038.0	MMSYN1_0542	63	MMSYN1_0540	207	JCVISYN3A_0542	63	JCVISYN3A_0540	207	MMSYN1_0542	63	-	MMSYN1_0540	207	-	JCVISYN3A_0542	63	-	JCVISYN3A_0540	207	-	10820	8059	False	False	unaffected
MMSYN1_0542	dnaK	CP002027.1	649182	650958	-	JCVISYN3A_0542	dnaK	352101.0	353877.0	MMSYN1_0543	58	MMSYN1_0541	63	JCVISYN3A_0543	58	JCVISYN3A_0541	63	MMSYN1_0543	58	-	MMSYN1_0541	63	-	JCVISYN3A_0543	58	-	JCVISYN3A_0541	63	-	12002	6220	False	False	unaffected
MMSYN1_0543	grpE	CP002027.1	651016	651619	-	JCVISYN3A_0543	grpE	353935.0	354538.0	MMSYN1_0544	1	MMSYN1_0542	58	JCVISYN3A_0544	1	JCVISYN3A_0542	58	MMSYN1_0544	1	-	MMSYN1_0542	58	-	JCVISYN3A_0544	1	-	JCVISYN3A_0542	58	-	13836	5559	False	False	unaffected
MMSYN1_0544	hrcA	CP002027.1	651620	652643	-	JCVISYN3A_0544	hrcA	354539.0	355562.0	MMSYN1_0545	4	MMSYN1_0543	1	JCVISYN3A_0545	4	JCVISYN3A_0543	1	MMSYN1_0545	4	-	MMSYN1_0543	1	-	JCVISYN3A_0545	4	-	JCVISYN3A_0543	1	-	14440	4535	False	False	unaffected
MMSYN1_0545		CP002027.1	652647	654789	-	JCVISYN3A_0545	clpB	355566.0	357708.0	MMSYN1_0546	162	MMSYN1_0544	4	JCVISYN3A_0546	162	JCVISYN3A_0544	4	MMSYN1_0546	162	-	MMSYN1_0544	4	-	JCVISYN3A_0546	162	-	JCVISYN3A_0544	4	-	15467	2389	False	False	unaffected
MMSYN1_0546		CP002027.1	654951	655188	-	JCVISYN3A_0546	JCVISYN3A_0546	357870.0	358736.0	MMSYN1_0547	-13	MMSYN1_0545	162	JCVISYN3A_0548	-1	JCVISYN3A_0545	162	MMSYN1_0547	-13	-	MMSYN1_0545	162	-	JCVISYN3A_0548	-1	-	JCVISYN3A_0545	162	-	17771	1990	True	False	readthrough_exposed
MMSYN1_0547		CP002027.1	655175	655817	-					MMSYN1_0548	-1	MMSYN1_0546	-13		0		0	MMSYN1_0548	-1	-	MMSYN1_0546	-13	-		0			0		17995	1361			readthrough_exposed
MMSYN1_0548		CP002027.1	655816	656362	-	JCVISYN3A_0548	JCVISYN3A_0548	358735.0	359281.0	MMSYN1_0549	12	MMSYN1_0547	-1	JCVISYN3A_0549	12	JCVISYN3A_0546	-1	MMSYN1_0549	12	-	MMSYN1_0547	-1	-	JCVISYN3A_0549	12	-	JCVISYN3A_0546	-1	-	18636	816	False	True	readthrough_exposed
MMSYN1_0549		CP002027.1	656374	656977	-	JCVISYN3A_0549	rgdB	359293.0	359896.0	MMSYN1_0575	38479	MMSYN1_0548	12	JCVISYN3A_0592	1678	JCVISYN3A_0548	12	MMSYN1_0550	201	+	MMSYN1_0548	12	-	JCVISYN3A_0931	506	+	JCVISYN3A_0548	12	-	19194	201	True	False	readthrough_exposed
MMSYN1_0592		CP002027.1	729114	730587	-	JCVISYN3A_0592	JCVISYN3A_0592	361574.0	362774.0	MMSYN1_0593	223	MMSYN1_0591	854	JCVISYN3A_0593	496	JCVISYN3A_0549	1678	MMSYN1_0593	223	-	MMSYN1_0591	854	-	JCVISYN3A_0593	496	-	JCVISYN3A_0931	563	+	358	632	False	True	context_only
MMSYN1_0593		CP002027.1	730810	731089	-	JCVISYN3A_0593	JCVISYN3A_0593	363270.0	363549.0	MMSYN1_0594	130	MMSYN1_0592	223	JCVISYN3A_0599	268	JCVISYN3A_0592	496	MMSYN1_0594	130	-	MMSYN1_0592	223	-	JCVISYN3A_0599	268	-	JCVISYN3A_0592	496	-	2054	130	True	False	promoter_lost
MMSYN1_0599		CP002027.1	740800	740941	-	JCVISYN3A_0599	JCVISYN3A_0599	363817.0	363958.0	MMSYN1_0606	6987	MMSYN1_0594	7802	JCVISYN3A_0606	6987	JCVISYN3A_0593	268	MMSYN1_0600	813	+	MMSYN1_0598	138	+	JCVISYN3A_0600	813	+	JCVISYN3A_0593	268	-	139	25859	False	True	context_only
MMSYN1_0600		CP002027.1	741754	743587	+	JCVISYN3A_0600	rnjA	364771.0	366604.0	MMSYN1_0598	1092	MMSYN1_0601	74	JCVISYN3A_0931	3760	JCVISYN3A_0601	74	MMSYN1_0601	74	+	MMSYN1_0599	813	-	JCVISYN3A_0601	74	+	JCVISYN3A_0599	813	-	1093	23213	False	False	unaffected
MMSYN1_0601		CP002027.1	743661	744606	+	JCVISYN3A_0601	JCVISYN3A_0601	366678.0	367623.0	MMSYN1_0600	74	MMSYN1_0602	131	JCVISYN3A_0600	74	JCVISYN3A_0602	131	MMSYN1_0602	131	+	MMSYN1_0600	74	+	JCVISYN3A_0602	131	+	JCVISYN3A_0600	74	+	3000	22194	False	False	unaffected
MMSYN1_0602		CP002027.1	744737	746000	+	JCVISYN3A_0602	JCVISYN3A_0602	367754.0	369517.0	MMSYN1_0601	131	MMSYN1_0604	502	JCVISYN3A_0601	131	JCVISYN3A_0604	2	MMSYN1_0604	502	+	MMSYN1_0601	131	+	JCVISYN3A_0604	2	+	JCVISYN3A_0601	131	+	4076	20800	False	False	unaffected
MMSYN1_0604		CP002027.1	746502	747171	+	JCVISYN3A_0604	JCVISYN3A_0604	369519.0	370188.0	MMSYN1_0602	502	MMSYN1_0603	-318	JCVISYN3A_0602	2	JCVISYN3A_0605	182	MMSYN1_0603	-318	+	MMSYN1_0602	502	+	JCVISYN3A_0605	182	+	JCVISYN3A_0602	2	+	5841	19629	True	False	unaffected
MMSYN1_0603		CP002027.1	746853	746941	+					MMSYN1_0604	-318	MMSYN1_0605	412		0		0	MMSYN1_0605	412	+	MMSYN1_0604	-318	+		0			0		6192	19859			unaffected
MMSYN1_0605		CP002027.1	747353	747662	+	JCVISYN3A_0605	JCVISYN3A_0605	370370.0	370679.0	MMSYN1_0603	412	MMSYN1_0616	14710	JCVISYN3A_0604	182	JCVISYN3A_0616	14710	MMSYN1_0606	266	-	MMSYN1_0603	412	+	JCVISYN3A_0606	266	-	JCVISYN3A_0604	182	+	6692	19138	False	True	unaffected
MMSYN1_0606	pgk	CP002027.1	747928	749143	-	JCVISYN3A_0606	pgk	370945.0	372160.0	MMSYN1_0607	111	MMSYN1_0599	6987	JCVISYN3A_0607	111	JCVISYN3A_0599	6987	MMSYN1_0607	111	-	MMSYN1_0605	266	+	JCVISYN3A_0607	111	-	JCVISYN3A_0605	266	+	7267	17657	False	False	unaffected
MMSYN1_0607	gap	CP002027.1	749254	750271	-	JCVISYN3A_0607	gapDH	372271.0	373288.0	MMSYN1_0608	100	MMSYN1_0606	111	JCVISYN3A_0608	100	JCVISYN3A_0606	111	MMSYN1_0608	100	-	MMSYN1_0606	111	-	JCVISYN3A_0608	100	-	JCVISYN3A_0606	111	-	8593	16529	False	False	unaffected
MMSYN1_0608		CP002027.1	750371	751310	-	JCVISYN3A_0608	dnaI	373388.0	374327.0	MMSYN1_0609	9	MMSYN1_0607	100	JCVISYN3A_0609	9	JCVISYN3A_0607	100	MMSYN1_0609	9	-	MMSYN1_0607	100	-	JCVISYN3A_0609	9	-	JCVISYN3A_0607	100	-	9710	15490	False	False	unaffected
MMSYN1_0609		CP002027.1	751319	752504	-	JCVISYN3A_0609	dnaB	374336.0	375521.0	MMSYN1_0610	156	MMSYN1_0608	9	JCVISYN3A_0610	156	JCVISYN3A_0608	9	MMSYN1_0610	156	-	MMSYN1_0608	9	-	JCVISYN3A_0610	156	-	JCVISYN3A_0608	9	-	10658	14296	False	False	unaffected
MMSYN1_0610	mutM	CP002027.1	752660	753485	-	JCVISYN3A_0610	mutM	375677.0	376502.0	MMSYN1_0611	10	MMSYN1_0609	156	JCVISYN3A_0611	10	JCVISYN3A_0609	156	MMSYN1_0611	10	-	MMSYN1_0609	156	-	JCVISYN3A_0611	10	-	JCVISYN3A_0609	156	-	11999	13315	False	False	unaffected
MMSYN1_0611	polA	CP002027.1	753495	756231	-	JCVISYN3A_0611	polA	376512.0	379248.0	MMSYN1_0612	8	MMSYN1_0610	10	JCVISYN3A_0612	8	JCVISYN3A_0610	10	MMSYN1_0612	8	-	MMSYN1_0610	10	-	JCVISYN3A_0612	8	-	JCVISYN3A_0610	10	-	12834	10569	False	False	unaffected
MMSYN1_0612		CP002027.1	756239	759203	-	JCVISYN3A_0612	dnaE	379256.0	382220.0	MMSYN1_0613	194	MMSYN1_0611	8	JCVISYN3A_0613	194	JCVISYN3A_0611	8	MMSYN1_0613	194	-	MMSYN1_0611	8	-	JCVISYN3A_0613	194	-	JCVISYN3A_0611	8	-	15578	7597	False	False	unaffected
MMSYN1_0613	tyrS	CP002027.1	759397	760642	-	JCVISYN3A_0613	tyrRS	382414.0	383659.0	MMSYN1_0614	8	MMSYN1_0612	194	JCVISYN3A_0614	8	JCVISYN3A_0612	194	MMSYN1_0614	8	-	MMSYN1_0612	194	-	JCVISYN3A_0614	8	-	JCVISYN3A_0612	194	-	18736	6158	False	False	unaffected
MMSYN1_0614		CP002027.1	760650	761712	-	JCVISYN3A_0614	pncB	383667.0	384729.0	MMSYN1_0615	-23	MMSYN1_0613	8	JCVISYN3A_0615	-23	JCVISYN3A_0613	8	MMSYN1_0615	-23	-	MMSYN1_0613	8	-	JCVISYN3A_0615	-23	-	JCVISYN3A_0613	8	-	19989	5088	False	False	unaffected
MMSYN1_0615		CP002027.1	761689	762298	-	JCVISYN3A_0615	JCVISYN3A_0615	384706.0	385315.0	MMSYN1_0618	1811	MMSYN1_0614	-23	JCVISYN3A_0618	1811	JCVISYN3A_0614	-23	MMSYN1_0616	74	+	MMSYN1_0614	-23	-	JCVISYN3A_0616	74	+	JCVISYN3A_0614	-23	-	21028	4502	False	False	unaffected
MMSYN1_0616		CP002027.1	762372	763212	+	JCVISYN3A_0616	fakB	385389.0	386229.0	MMSYN1_0605	14710	MMSYN1_0617	10	JCVISYN3A_0605	14710	JCVISYN3A_0617	10	MMSYN1_0617	10	+	MMSYN1_0615	74	-	JCVISYN3A_0617	10	+	JCVISYN3A_0615	74	-	21711	3588	False	False	unaffected
MMSYN1_0617		CP002027.1	763222	764074	+	JCVISYN3A_0617	fakB	386239.0	387091.0	MMSYN1_0616	10	MMSYN1_0630	8309	JCVISYN3A_0616	10	JCVISYN3A_0686	36454	MMSYN1_0618	35	-	MMSYN1_0616	10	+	JCVISYN3A_0618	35	-	JCVISYN3A_0616	10	+	22561	2726	False	False	unaffected
MMSYN1_0618		CP002027.1	764109	764184	-	JCVISYN3A_0618	tRNA-Trp	387126.0	387201.0	MMSYN1_0619	37	MMSYN1_0615	1811	JCVISYN3A_0619	37	JCVISYN3A_0615	1811	MMSYN1_0619	37	-	MMSYN1_0617	35	+	JCVISYN3A_0619	37	-	JCVISYN3A_0617	35	+	23448	2616	False	False	unaffected
MMSYN1_0619		CP002027.1	764221	764297	-	JCVISYN3A_0619	tRNA-Trp	387238.0	387314.0	MMSYN1_0620	75	MMSYN1_0618	37	JCVISYN3A_0620	75	JCVISYN3A_0618	37	MMSYN1_0620	75	-	MMSYN1_0618	37	-	JCVISYN3A_0620	75	-	JCVISYN3A_0618	37	-	23560	2503	False	False	unaffected
MMSYN1_0620		CP002027.1	764372	764837	-	JCVISYN3A_0620	JCVISYN3A_0620	387389.0	387854.0	MMSYN1_0621	0	MMSYN1_0619	75	JCVISYN3A_0621	0	JCVISYN3A_0619	75	MMSYN1_0621	0	-	MMSYN1_0619	75	-	JCVISYN3A_0621	0	-	JCVISYN3A_0619	75	-	23711	1963	False	False	unaffected
MMSYN1_0621		CP002027.1	764837	765059	-	JCVISYN3A_0621	acpA	387854.0	388076.0	MMSYN1_0622	23	MMSYN1_0620	0	JCVISYN3A_0622	23	JCVISYN3A_0620	0	MMSYN1_0622	23	-	MMSYN1_0620	0	-	JCVISYN3A_0622	23	-	JCVISYN3A_0620	0	-	24176	1741	False	False	unaffected
MMSYN1_0622		CP002027.1	765082	765445	-	JCVISYN3A_0622	JCVISYN3A_0622	388099.0	388462.0	MMSYN1_0623	-14	MMSYN1_0621	23	JCVISYN3A_0623	-14	JCVISYN3A_0621	23	MMSYN1_0623	-14	-	MMSYN1_0621	23	-	JCVISYN3A_0623	-14	-	JCVISYN3A_0621	23	-	24421	1355	False	False	unaffected
MMSYN1_0623		CP002027.1	765431	766502	-	JCVISYN3A_0623	JCVISYN3A_0623	388448.0	389519.0	MMSYN1_0624	100	MMSYN1_0622	-14	JCVISYN3A_0624	100	JCVISYN3A_0622	-14	MMSYN1_0624	100	-	MMSYN1_0622	-14	-	JCVISYN3A_0624	100	-	JCVISYN3A_0622	-14	-	24770	298	False	False	unaffected
MMSYN1_0624		CP002027.1	766602	766678	-	JCVISYN3A_0624	tRNA-His	389619.0	389695.0	MMSYN1_0625	120	MMSYN1_0623	100	JCVISYN3A_0634	186	JCVISYN3A_0623	100	MMSYN1_0625	120	-	MMSYN1_0623	100	-	JCVISYN3A_0634	186	-	JCVISYN3A_0623	100	-	25941	122	True	False	unaffected
MMSYN1_0634	leuS	CP002027.1	776263	778678	-	JCVISYN3A_0634	leuRS	389881.0	392296.0	MMSYN1_0635	137	MMSYN1_0633	66	JCVISYN3A_0635	137	JCVISYN3A_0624	186	MMSYN1_0635	137	-	MMSYN1_0633	66	-	JCVISYN3A_0635	137	-	JCVISYN3A_0624	186	-	66	27677	False	True	unaffected
MMSYN1_0635		CP002027.1	778815	778892	-	JCVISYN3A_0635	tRNA-Ile	392433.0	392510.0	MMSYN1_0636	72	MMSYN1_0634	137	JCVISYN3A_0636	72	JCVISYN3A_0634	137	MMSYN1_0636	72	-	MMSYN1_0634	137	-	JCVISYN3A_0636	72	-	JCVISYN3A_0634	137	-	2618	27463	False	False	unaffected
MMSYN1_0636		CP002027.1	778964	781754	-	JCVISYN3A_0636	JCVISYN3A_0636	392582.0	395372.0	MMSYN1_0637	158	MMSYN1_0635	72	JCVISYN3A_0637	158	JCVISYN3A_0635	72	MMSYN1_0637	158	-	MMSYN1_0635	72	-	JCVISYN3A_0637	158	-	JCVISYN3A_0635	72	-	2767	24601	False	False	unaffected
MMSYN1_0637	rpsI	CP002027.1	781912	782311	-	JCVISYN3A_0637	rpsI	395530.0	395929.0	MMSYN1_0638	-1	MMSYN1_0636	158	JCVISYN3A_0638	-1	JCVISYN3A_0636	158	MMSYN1_0638	-1	-	MMSYN1_0636	158	-	JCVISYN3A_0638	-1	-	JCVISYN3A_0636	158	-	5715	24044	False	False	unaffected
MMSYN1_0638	rplM	CP002027.1	782310	782766	-	JCVISYN3A_0638	rplM	395928.0	396384.0	MMSYN1_0639	129	MMSYN1_0637	-1	JCVISYN3A_0639	129	JCVISYN3A_0637	-1	MMSYN1_0639	129	-	MMSYN1_0637	-1	-	JCVISYN3A_0639	129	-	JCVISYN3A_0637	-1	-	6113	23589	False	False	unaffected
MMSYN1_0639		CP002027.1	782895	787041	-	JCVISYN3A_0639	JCVISYN3A_0639	396513.0	400659.0	MMSYN1_0640	94	MMSYN1_0638	129	JCVISYN3A_0640	94	JCVISYN3A_0638	129	MMSYN1_0640	94	-	MMSYN1_0638	129	-	JCVISYN3A_0640	94	-	JCVISYN3A_0638	129	-	6698	19314	False	False	unaffected
MMSYN1_0640		CP002027.1	787135	787891	-	JCVISYN3A_0640	truA	400753.0	401509.0	MMSYN1_0641	2	MMSYN1_0639	94	JCVISYN3A_0641	2	JCVISYN3A_0639	94	MMSYN1_0641	2	-	MMSYN1_0639	94	-	JCVISYN3A_0641	2	-	JCVISYN3A_0639	94	-	10938	18464	False	False	unaffected
MMSYN1_0641		CP002027.1	787893	788904	-	JCVISYN3A_0641	ecfT	401511.0	402522.0	MMSYN1_0642	13	MMSYN1_0640	2	JCVISYN3A_0642	13	JCVISYN3A_0640	2	MMSYN1_0642	13	-	MMSYN1_0640	2	-	JCVISYN3A_0642	13	-	JCVISYN3A_0640	2	-	11696	17451	False	False	unaffected
MMSYN1_0642		CP002027.1	788917	789829	-	JCVISYN3A_0642	ecfA	402535.0	403447.0	MMSYN1_0643	-13	MMSYN1_0641	13	JCVISYN3A_0643	-13	JCVISYN3A_0641	13	MMSYN1_0643	-13	-	MMSYN1_0641	13	-	JCVISYN3A_0643	-13	-	JCVISYN3A_0641	13	-	12720	16526	False	False	unaffected
MMSYN1_0643		CP002027.1	789816	791043	-	JCVISYN3A_0643	ecfA	403434.0	404661.0	MMSYN1_0644	107	MMSYN1_0642	-13	JCVISYN3A_0644	107	JCVISYN3A_0642	-13	MMSYN1_0644	107	-	MMSYN1_0642	-13	-	JCVISYN3A_0644	107	-	JCVISYN3A_0642	-13	-	13619	15312	False	False	unaffected
MMSYN1_0644	rplQ	CP002027.1	791150	791510	-	JCVISYN3A_0644	rplQ	404768.0	405128.0	MMSYN1_0645	19	MMSYN1_0643	107	JCVISYN3A_0645	19	JCVISYN3A_0643	107	MMSYN1_0645	19	-	MMSYN1_0643	107	-	JCVISYN3A_0645	19	-	JCVISYN3A_0643	107	-	14953	14845	False	False	unaffected
MMSYN1_0645	rpoA	CP002027.1	791529	792483	-	JCVISYN3A_0645	rpoA	405147.0	406101.0	MMSYN1_0646	3	MMSYN1_0644	19	JCVISYN3A_0646	3	JCVISYN3A_0644	19	MMSYN1_0646	3	-	MMSYN1_0644	19	-	JCVISYN3A_0646	3	-	JCVISYN3A_0644	19	-	15332	13872	False	False	unaffected
MMSYN1_0646	rpsK	CP002027.1	792486	792876	-	JCVISYN3A_0646	rpsK	406104.0	406494.0	MMSYN1_0647	25	MMSYN1_0645	3	JCVISYN3A_0647	25	JCVISYN3A_0645	3	MMSYN1_0647	25	-	MMSYN1_0645	3	-	JCVISYN3A_0647	25	-	JCVISYN3A_0645	3	-	16289	13479	False	False	unaffected
MMSYN1_0647	rpsM	CP002027.1	792901	793267	-	JCVISYN3A_0647	rpsM	406519.0	406885.0	MMSYN1_0648	36	MMSYN1_0646	25	JCVISYN3A_0648	36	JCVISYN3A_0646	25	MMSYN1_0648	36	-	MMSYN1_0646	25	-	JCVISYN3A_0648	36	-	JCVISYN3A_0646	25	-	16704	13088	False	False	unaffected
MMSYN1_0648	rpmJ	CP002027.1	793303	793417	-	JCVISYN3A_0648	rpmJ	406921.0	407035.0	MMSYN1_0649	68	MMSYN1_0647	36	JCVISYN3A_0649	68	JCVISYN3A_0647	36	MMSYN1_0649	68	-	MMSYN1_0647	36	-	JCVISYN3A_0649	68	-	JCVISYN3A_0647	36	-	17106	12938	False	False	unaffected
MMSYN1_0649	infA	CP002027.1	793485	793710	-	JCVISYN3A_0649	infA	407103.0	407328.0	MMSYN1_0650	11	MMSYN1_0648	68	JCVISYN3A_0650	11	JCVISYN3A_0648	68	MMSYN1_0650	11	-	MMSYN1_0648	68	-	JCVISYN3A_0650	11	-	JCVISYN3A_0648	68	-	17288	12645	False	False	unaffected
MMSYN1_0650	map	CP002027.1	793721	794477	-	JCVISYN3A_0650	map	407339.0	408095.0	MMSYN1_0651	-1	MMSYN1_0649	11	JCVISYN3A_0651	-1	JCVISYN3A_0649	11	MMSYN1_0651	-1	-	MMSYN1_0649	11	-	JCVISYN3A_0651	-1	-	JCVISYN3A_0649	11	-	17524	11878	False	False	unaffected
MMSYN1_0651	adk	CP002027.1	794476	795118	-	JCVISYN3A_0651	adk	408094.0	408736.0	MMSYN1_0652	127	MMSYN1_0650	-1	JCVISYN3A_0652	127	JCVISYN3A_0650	-1	MMSYN1_0652	127	-	MMSYN1_0650	-1	-	JCVISYN3A_0652	127	-	JCVISYN3A_0650	-1	-	18279	11237	False	False	unaffected
MMSYN1_0652	secY	CP002027.1	795245	796694	-	JCVISYN3A_0652	secY	408863.0	410312.0	MMSYN1_0653	-1	MMSYN1_0651	127	JCVISYN3A_0653	-1	JCVISYN3A_0651	127	MMSYN1_0653	-1	-	MMSYN1_0651	127	-	JCVISYN3A_0653	-1	-	JCVISYN3A_0651	127	-	19048	9661	False	False	unaffected
MMSYN1_0653	rplO	CP002027.1	796693	797131	-	JCVISYN3A_0653	rplO	410311.0	410749.0	MMSYN1_0654	18	MMSYN1_0652	-1	JCVISYN3A_0654	18	JCVISYN3A_0652	-1	MMSYN1_0654	18	-	MMSYN1_0652	-1	-	JCVISYN3A_0654	18	-	JCVISYN3A_0652	-1	-	20496	9224	False	False	unaffected
MMSYN1_0654	rpsE	CP002027.1	797149	797914	-	JCVISYN3A_0654	rpsE	410767.0	411532.0	MMSYN1_0655	18	MMSYN1_0653	18	JCVISYN3A_0655	18	JCVISYN3A_0653	18	MMSYN1_0655	18	-	MMSYN1_0653	18	-	JCVISYN3A_0655	18	-	JCVISYN3A_0653	18	-	20952	8441	False	False	unaffected
MMSYN1_0655	rplR	CP002027.1	797932	798283	-	JCVISYN3A_0655	rplR	411550.0	411901.0	MMSYN1_0656	25	MMSYN1_0654	18	JCVISYN3A_0656	25	JCVISYN3A_0654	18	MMSYN1_0656	25	-	MMSYN1_0654	18	-	JCVISYN3A_0656	25	-	JCVISYN3A_0654	18	-	21735	8072	False	False	unaffected
MMSYN1_0656	rplF	CP002027.1	798308	798851	-	JCVISYN3A_0656	rplF	411926.0	412469.0	MMSYN1_0657	13	MMSYN1_0655	25	JCVISYN3A_0657	13	JCVISYN3A_0655	25	MMSYN1_0657	13	-	MMSYN1_0655	25	-	JCVISYN3A_0657	13	-	JCVISYN3A_0655	25	-	22111	7504	False	False	unaffected
MMSYN1_0657	rpsH	CP002027.1	798864	799254	-	JCVISYN3A_0657	rpsH	412482.0	412872.0	MMSYN1_0658	19	MMSYN1_0656	13	JCVISYN3A_0658	19	JCVISYN3A_0656	13	MMSYN1_0658	19	-	MMSYN1_0656	13	-	JCVISYN3A_0658	19	-	JCVISYN3A_0656	13	-	22667	7101	False	False	unaffected
MMSYN1_0658	rpsN	CP002027.1	799273	799459	-	JCVISYN3A_0658	rpsN	412891.0	413077.0	MMSYN1_0659	18	MMSYN1_0657	19	JCVISYN3A_0659	18	JCVISYN3A_0657	19	MMSYN1_0659	18	-	MMSYN1_0657	19	-	JCVISYN3A_0659	18	-	JCVISYN3A_0657	19	-	23076	6896	False	False	unaffected
MMSYN1_0659	rplE	CP002027.1	799477	800020	-	JCVISYN3A_0659	rplE	413095.0	413638.0	MMSYN1_0660	18	MMSYN1_0658	18	JCVISYN3A_0660	18	JCVISYN3A_0658	18	MMSYN1_0660	18	-	MMSYN1_0658	18	-	JCVISYN3A_0660	18	-	JCVISYN3A_0658	18	-	23280	6335	False	False	unaffected
MMSYN1_0660	rplX	CP002027.1	800038	800365	-	JCVISYN3A_0660	rplX	413656.0	413983.0	MMSYN1_0661	13	MMSYN1_0659	18	JCVISYN3A_0661	13	JCVISYN3A_0659	18	MMSYN1_0661	13	-	MMSYN1_0659	18	-	JCVISYN3A_0661	13	-	JCVISYN3A_0659	18	-	23841	5990	False	False	unaffected
