chrom,feature,start0,end0,strand,locus_tag,gene_name,rna_type,gene_product,gene_len,SRR35996296_sense_avg_depth,SRR35996296_antisense_avg_depth,SRR35996296_sense_TPM,SRR35996296_antisense_TPM,SRR35996297_sense_avg_depth,SRR35996297_antisense_avg_depth,SRR35996297_sense_TPM,SRR35996297_antisense_TPM,SRR35996298_sense_avg_depth,SRR35996298_antisense_avg_depth,SRR35996298_sense_TPM,SRR35996298_antisense_TPM,sample_95_sense_TPM,sample_95_antisense_TPM,sample_enr_sense_TPM,sample_enr_antisense_TPM,avg_sense_TPM,avg_antisense_TPM,PacBio_sense_TPM,PacBio_antisense_TPM
CP002027.1,gene,109714,111073,+,MMSYN1_0081,trmE,mRNA,tRNA modification GTPase TrmE,1359,5.4386,0.3517,18.0203,1.1654,10.3105,0.5357,33.9811,1.7655,36.1700,0.6483,64.3334,1.1530,26.0007,1.4655,64.3334,1.1530,45.1670,1.3093,147.8032,7.1356
CP002027.1,gene,111123,111369,-,MMSYN1_0082,rpsT,mRNA,ribosomal protein S20,246,168.7520,6.8902,559.1497,22.8304,326.9065,4.0000,1077.4080,13.1831,794.1220,9.7439,1412.4571,17.3309,818.2788,18.0067,1412.4571,17.3309,1115.3680,17.6688,133.0880,53.2286
CP002027.1,gene,111502,112138,-,MMSYN1_0083,,mRNA,conserved hypothetical protein,636,4.5047,0.4434,14.9261,1.4692,6.3192,0.0000,20.8266,0.0000,16.6069,0.0000,29.5377,0.0000,17.8763,0.7346,29.5377,0.0000,23.7070,0.3673,125.1372,6.0607
CP002027.1,gene,112554,113967,-,MMSYN1_0084,,mRNA,putative liporotein,1413,1.9285,0.0000,6.3900,0.0000,3.4133,0.3156,11.2495,1.0403,16.1776,0.2449,28.7742,0.4355,8.8197,0.5201,28.7742,0.4355,18.7970,0.4778,68.9288,6.0942
CP002027.1,gene,114117,116367,-,MMSYN1_0085,,mRNA,putative liporotein,2250,32.9333,0.6924,109.1226,2.2944,34.8787,0.8044,114.9520,2.6513,124.1609,0.8498,220.8375,1.5114,112.0373,2.4728,220.8375,1.5114,166.4374,1.9921,553.8156,3.9991
CP002027.1,gene,116411,117539,-,MMSYN1_0086,,mRNA,putative liporotein,1128,18.3076,0.0000,60.6612,0.0000,22.4929,0.0000,74.1314,0.0000,51.1782,0.3918,91.0276,0.6969,67.3963,0.0000,91.0276,0.6969,79.2119,0.3485,201.4188,1.6220
CP002027.1,gene,118094,118508,-,MMSYN1_0087,,mRNA,cell wall anchoring protein,414,55.8889,1.0773,185.1845,3.5696,56.1884,2.3188,185.1839,7.6424,58.8019,2.4469,104.5875,4.3521,185.1842,5.6060,104.5875,4.3521,144.8858,4.9790,166.8806,1.8169
CP002027.1,gene,118766,120617,-,MMSYN1_0088,,mRNA,conserved hypothetical protein,1851,19.5089,0.0810,64.6416,0.2685,24.6013,0.0000,81.0802,0.0000,28.0227,0.1707,49.8423,0.3036,72.8609,0.1343,49.8423,0.3036,61.3516,0.2190,122.3015,1.9279
CP002027.1,gene,120875,122567,-,MMSYN1_0089,,mRNA,putative liporotein,1692,15.0757,0.7145,49.9523,2.3676,14.5207,0.0969,47.8568,0.3194,23.1602,0.2411,41.1936,0.4289,48.9045,1.3435,41.1936,0.4289,45.0491,0.8862,220.5695,4.1145
CP002027.1,gene,122729,123332,-,MMSYN1_0923,,mRNA,lipofamily protein,603,610.5638,0.0000,2023.0666,0.0000,488.6418,0.7761,1610.4499,2.5579,645.8889,2.0697,1148.8038,3.6812,1816.7583,1.2790,1148.8038,3.6812,1482.7810,2.4801,1075.1692,0.1488
CP002027.1,gene,123559,126049,-,MMSYN1_0092,,mRNA,putative liporotein,2490,24.9345,0.1261,82.6191,0.4178,30.0546,0.5888,99.0530,1.9404,59.2410,1.0365,105.3683,1.8436,90.8361,1.1791,105.3683,1.8436,98.1022,1.5114,823.5791,1.2302
CP002027.1,gene,126219,126990,-,MMSYN1_0093,,mRNA,putative liporotein,771,1.4137,0.0000,4.6844,0.0000,1.6524,0.0000,5.4459,0.0000,1.8392,0.5811,3.2712,1.0335,5.0651,0.0000,3.2712,1.0335,4.1682,0.5168,3.1806,0.0000
CP002027.1,gene,126973,127690,-,MMSYN1_0094,,mRNA,putative membrane protein,717,1.4589,0.0000,4.8338,0.0000,0.6471,0.0000,2.1328,0.0000,5.3529,1.3570,9.5208,2.4137,3.4833,0.0000,9.5208,2.4137,6.5021,1.2068,7.8784,0.7656
CP002027.1,gene,127804,130639,-,MMSYN1_0095,secA,mRNA,preprotein translocase_ SecA subunit,2835,55.6568,0.6575,184.4154,2.1786,52.7055,0.7598,173.7050,2.5041,118.9168,1.4028,211.5101,2.4951,179.0602,2.3413,211.5101,2.4951,195.2852,2.4182,371.5563,6.9670
CP002027.1,gene,130729,131305,+,MMSYN1_0096,,mRNA,Xaa-Pro dipeptidase,576,0.0000,0.0000,0.0000,0.0000,1.0833,0.0000,3.5704,0.0000,8.8177,0.0000,15.6835,0.0000,1.7852,0.0000,15.6835,0.0000,8.7344,0.0000,122.2572,3.8233
CP002027.1,gene,131379,132291,+,MMSYN1_0097,,mRNA,dna polymerase I_ 5'-3' exonuclease,912,2.7423,0.3026,9.0865,1.0028,9.4320,0.2807,31.0857,0.9251,150.0877,0.5154,266.9520,0.9166,20.0861,0.9639,266.9520,0.9166,143.5191,0.9403,532.5729,1.2983
CP002027.1,gene,132494,133511,+,MMSYN1_0098,mmyCVIM1,mRNA,CCATC--recognizing Type II restriction modification system (MmyCVI) adenine DNA methyltransferase subunit 1,1017,35.6224,0.5664,118.0327,1.8766,45.6136,1.9282,150.3317,6.3550,185.1485,3.1042,329.3125,5.5213,134.1822,4.1158,329.3125,5.5213,231.7474,4.8186,116.3759,3.6444
CP002027.1,gene,133500,134418,+,MMSYN1_0099,mmyCVIM2,mRNA,CCATC--recognizing Type II restriction modification system (MmyCVI) adenine DNA methyltransferase subunit 2,918,18.6688,0.2309,61.8581,0.7652,18.9793,0.6231,62.5514,2.0536,111.8170,2.0882,198.8822,3.7142,62.2047,1.4094,198.8822,3.7142,130.5435,2.5618,42.4960,2.9029
CP002027.1,gene,134395,135979,+,MMSYN1_0100,mmyCVIR,mRNA,CCATC--recognizing Type II restriction modification system (MmyCVI) endonuclease subunit,1584,80.1199,4.4880,265.4726,14.8707,81.2260,6.2702,267.7021,20.6651,273.6736,9.6926,486.7668,17.2396,266.5874,17.7679,486.7668,17.2396,376.6771,17.5037,210.5724,15.5848
CP002027.1,gene,136418,137714,+,MMSYN1_0101,,mRNA,ATPase,1296,2.4275,0.0000,8.0433,0.0000,4.9159,0.3827,16.2016,1.2613,107.3843,1.1088,190.9979,1.9721,12.1225,0.6307,190.9979,1.9721,101.5602,1.3014,331.0566,2.1956
CP002027.1,gene,138373,138649,+,MMSYN1_0102,,mRNA,conserved hypothetical protein,276,6.8261,0.0000,22.6178,0.0000,7.0761,1.1884,23.3211,3.9167,96.9493,3.3732,172.4379,5.9997,22.9695,1.9584,172.4379,5.9997,97.7037,3.9790,551.0140,5.2298
CP002027.1,gene,138650,139208,+,MMSYN1_0103,coaE,mRNA,dephospho-CoA kinase,558,3.2222,0.0000,10.6766,0.0000,3.2258,0.0000,10.6315,0.0000,14.4480,1.2007,25.6978,2.1356,10.6541,0.0000,25.6978,2.1356,18.1760,1.0678,478.1957,9.7770
CP002027.1,gene,139209,140016,-,MMSYN1_0104,rrmJ,mRNA,ribosomal RNA large subunit methyltransferase J,807,22.5613,2.5514,74.7556,8.4540,20.4672,3.2379,67.4550,10.6714,102.0161,3.7770,181.4499,6.7178,71.1053,9.5627,181.4499,6.7178,126.2776,8.1403,383.1406,36.3688
CP002027.1,gene,140015,140231,-,MMSYN1_0105,,mRNA,conserved domain protein,216,23.1944,0.0000,76.8534,0.0000,41.5046,0.0000,136.7896,0.0000,283.0139,0.0000,503.3798,0.0000,106.8215,0.0000,503.3798,0.0000,305.1007,0.0000,437.6424,17.6109
CP002027.1,gene,140220,141630,-,MMSYN1_0106,xseA,mRNA,exodeoxyribonuclease VII_ large subunit,1410,28.2206,1.0199,93.5072,3.3792,34.9546,0.7177,115.2023,2.3655,139.6674,0.9050,248.4180,1.6096,104.3547,2.8724,248.4180,1.6096,176.3864,2.2410,307.5970,5.9046
CP002027.1,gene,141631,142030,-,MMSYN1_0107,nusB,mRNA,transcription antitermination factor NusB,399,4.3835,0.0000,14.5243,0.0000,12.8070,0.0000,42.2090,0.0000,166.9674,0.0000,296.9749,0.0000,28.3666,0.0000,296.9749,0.0000,162.6708,0.0000,211.5363,2.7625
CP002027.1,gene,142041,143154,-,MMSYN1_0108,,mRNA,putative liporotein,1113,38.9605,0.4259,129.0932,1.4111,41.8518,2.0934,137.9337,6.8995,112.7826,1.6011,200.5996,2.8477,133.5134,4.1553,200.5996,2.8477,167.0565,3.5015,436.8153,12.6299
CP002027.1,gene,143179,144049,-,MMSYN1_0109,,mRNA,apurinic endonuclease Apn1,870,2.0874,0.0000,6.9163,0.0000,13.0954,0.3747,43.1594,1.2350,138.0115,1.8552,245.4728,3.2997,25.0379,0.6175,245.4728,3.2997,135.2553,1.9586,525.3666,11.3571
CP002027.1,gene,144041,144794,-,MMSYN1_0110,,mRNA,riboflavin kinase,753,1.7875,0.0000,5.9228,0.0000,3.5060,0.0000,11.5549,0.0000,20.6707,2.5458,36.7656,4.5281,8.7389,0.0000,36.7656,4.5281,22.7523,2.2640,284.0454,4.0025
CP002027.1,gene,144868,144944,-,MMSYN1_0111,,tRNA,tRNA-Lys,76,57.6579,1.6842,191.0460,5.5805,58.8421,2.0000,193.9299,6.5915,57.4211,2.0000,102.1314,3.5573,192.4879,6.0860,102.1314,3.5573,147.3097,4.8217,92.0927,0.0000
CP002027.1,gene,145007,147287,-,MMSYN1_0112,,mRNA,peptidase_ S41 family,2280,1.4333,0.2026,4.7493,0.6714,1.1053,0.3447,3.6427,1.1362,17.0364,0.4382,30.3016,0.7793,4.1960,0.9038,30.3016,0.7793,17.2488,0.8416,55.0920,0.9935
CP002027.1,gene,147624,148869,+,MMSYN1_0113,,mRNA,glycosyltransferase,1245,16.9398,0.1944,56.1289,0.6441,18.9550,0.1028,62.4713,0.3388,70.6402,1.2353,125.6434,2.1972,59.3001,0.4915,125.6434,2.1972,92.4718,1.3443,101.4272,0.3599
CP002027.1,gene,148942,149863,-,MMSYN1_0114,,mRNA,glycosyltransferase,921,0.9577,0.1694,3.1731,0.5612,2.9012,0.3518,9.5617,1.1594,23.6471,0.3127,42.0597,0.5562,6.3674,0.8603,42.0597,0.5562,24.2136,0.7083,43.2405,1.5563
CP002027.1,gene,150310,151183,-,MMSYN1_0115,,mRNA,utp--glucose-1-phosphate uridylyltransferase (udp-glucosepyrophosphorylase) (udpgp) (alpha-d-glucosyl-1-phosphateuridylyltransferase) (uridine diphosphoglucose pyrophosphorylase)(general stress protein 33) (Gsp33),873,110.3918,1.2440,365.7764,4.1219,126.4811,2.1008,416.8523,6.9238,193.4181,11.1237,344.0212,19.7851,391.3144,5.5228,344.0212,19.7851,367.6678,12.6539,93.7005,13.5623
CP002027.1,gene,151367,151808,-,MMSYN1_0116,,mRNA,conserved hypothetical protein,441,0.0000,0.3401,0.0000,1.1270,0.0000,0.6984,0.0000,2.3018,1.7687,4.2653,3.1459,7.5864,0.0000,1.7144,3.1459,7.5864,1.5729,4.6504,5.3215,117.0362
CP002027.1,gene,151877,152639,+,MMSYN1_0117,plsY,mRNA,acyl-phosphate glycerol 3-phosphate acyltransferase,762,82.1483,0.0000,272.1934,0.0000,72.0551,0.0000,237.4769,0.0000,120.1745,2.2756,213.7472,4.0475,254.8352,0.0000,213.7472,4.0475,234.2912,2.0237,171.5991,3.5195
CP002027.1,gene,152702,154241,+,MMSYN1_0118,,mRNA,ABC transporter_ ATP-binding protein,1539,326.3106,0.0000,1081.2105,0.0000,272.3483,0.7693,897.5967,2.5355,513.1293,0.0559,912.6723,0.0994,989.4036,1.2678,912.6723,0.0994,951.0380,0.6836,114.1507,4.1913
CP002027.1,gene,154270,155068,-,MMSYN1_0119,,mRNA,hydrolase_ TatD family,798,3.4148,0.7068,11.3147,2.3418,4.0576,0.6241,13.3731,2.0568,35.3972,4.5739,62.9590,8.1354,12.3439,2.1993,62.9590,8.1354,37.6514,5.1673,28.5054,10.1948
CP002027.1,gene,155263,156490,+,MMSYN1_0120,ilvA,mRNA,threonine ammonia-lyase,1227,52.2225,1.2217,173.0361,4.0480,46.6398,1.1296,153.7139,3.7228,155.1948,5.1997,276.0357,9.2483,163.3750,3.8854,276.0357,9.2483,219.7053,6.5669,985.9451,4.7296
CP002027.1,gene,156704,158285,+,MMSYN1_0121,,mRNA,putative membrane protein,1581,15.2334,2.0006,50.4749,6.6290,14.0177,4.5047,46.1991,14.8466,45.1499,3.7065,80.3054,6.5926,48.3370,10.7378,80.3054,6.5926,64.3212,8.6652,122.5440,6.9440
CP002027.1,gene,158296,159157,+,MMSYN1_0122,,mRNA,conserved hypothetical protein,861,0.4866,0.4065,1.6125,1.3469,1.8490,0.1545,6.0939,0.5091,12.8734,0.0000,22.8971,0.0000,3.8532,0.9280,22.8971,0.0000,13.3752,0.4640,40.6232,4.0923
CP002027.1,gene,159439,160150,+,MMSYN1_0123,vlcD,mRNA,lipoprotein_ putative (VlcD),711,438.7609,0.9255,1453.8079,3.0664,383.2827,0.4023,1263.2108,1.3257,866.0225,2.3333,1540.3423,4.1502,1358.5093,2.1961,1540.3423,4.1502,1449.4258,3.1731,2545.1482,16.0073
CP002027.1,gene,160551,161883,+,MMSYN1_0124,,mRNA,hexosephosphate transport protein,1332,604.7883,6.5608,2003.9297,21.7389,574.7680,6.6314,1894.3020,21.8555,1458.2643,4.9122,2593.7272,8.7370,1949.1158,21.7972,2593.7272,8.7370,2271.4215,15.2671,7956.5747,10.5133
CP002027.1,gene,162230,163934,+,MMSYN1_0125,,mRNA,PTS system_ N-acetylglucosamine-specific iibc component,1704,96.8539,1.7336,320.9195,5.7441,99.3832,2.2212,327.5440,7.3207,481.8856,3.4971,857.1009,6.2200,324.2318,6.5324,857.1009,6.2200,590.6663,6.3762,2223.8579,4.7134
CP002027.1,gene,164066,165518,+,MMSYN1_0126,gltX,mRNA,glutamate--tRNA ligase,1452,5.3244,0.0000,17.6420,0.0000,18.6887,0.0000,61.5936,0.0000,95.8299,2.9201,170.4469,5.1938,39.6178,0.0000,170.4469,5.1938,105.0324,2.5969,339.2881,15.9780
CP002027.1,gene,165520,166735,+,MMSYN1_0127,,mRNA,HD domain protein,1215,10.6436,0.2798,35.2670,0.9272,13.7292,0.4049,45.2483,1.3346,39.2658,0.6634,69.8398,1.1799,40.2577,1.1309,69.8398,1.1799,55.0487,1.1554,364.8859,16.0889
CP002027.1,gene,166760,167189,+,MMSYN1_0128,,mRNA,conserved hypothetical protein,429,2434.7902,1.1655,8067.5311,3.8618,2868.4079,1.4079,9453.6067,4.6402,4850.5991,0.4709,8627.4696,0.8375,8760.5689,4.2510,8627.4696,0.8375,8694.0192,2.5443,774.0688,1.4044
CP002027.1,gene,167280,168879,+,MMSYN1_0129,pyrG,mRNA,CTP synthase,1599,265.2189,6.0807,878.7868,20.1480,248.4884,7.0281,818.9602,23.1631,532.4234,12.2514,946.9895,21.7908,848.8735,21.6555,946.9895,21.7908,897.9315,21.7232,655.3506,1.7760
CP002027.1,gene,169009,169984,+,MMSYN1_0130,,mRNA,conserved hypothetical protein,975,111.9713,1.5354,371.0101,5.0874,116.1426,0.1887,382.7789,0.6220,261.1292,3.5703,464.4549,6.3502,376.8945,2.8547,464.4549,6.3502,420.6747,4.6024,276.2668,3.9597
CP002027.1,gene,170142,171036,+,MMSYN1_0131,fba,mRNA,fructose-1_6-bisphosphate aldolase_ class II,894,645.4720,3.1219,2138.7328,10.3443,552.9418,3.1991,1822.3679,10.5435,861.0022,9.1398,1531.4130,16.2565,1980.5504,10.4439,1531.4130,16.2565,1755.9817,13.3502,888.0327,3.7576
CP002027.1,gene,171184,172246,+,MMSYN1_0132,,mRNA,AAA family ATPase,1062,11.0395,0.0000,36.5789,0.0000,7.8776,0.3032,25.9627,0.9993,22.0019,1.7759,39.1334,3.1587,31.2708,0.4996,39.1334,3.1587,35.2021,1.8292,254.0503,13.9797
CP002027.1,gene,172238,174512,+,MMSYN1_0133,,mRNA,conserved hypothetical protein,2274,10.5686,1.9402,35.0184,6.4287,14.5488,4.0475,47.9495,13.3396,42.7907,5.1236,76.1092,9.1130,41.4840,9.8842,76.1092,9.1130,58.7966,9.4986,202.3663,21.5399
CP002027.1,gene,174618,176106,-,MMSYN1_0134,,mRNA,putative membrane protein,1488,43.6358,2.3757,144.5844,7.8716,40.9422,2.9899,134.9360,9.8541,110.7130,4.6673,196.9186,8.3015,139.7602,8.8629,196.9186,8.3015,168.3394,8.5822,169.2214,4.4504
CP002027.1,gene,176448,176562,-,MMSYN1_0135,,mRNA,hypothetical protein,114,0.0000,0.5088,0.0000,1.6858,0.0000,0.0000,0.0000,0.0000,0.0000,13.2368,0.0000,23.5436,0.0000,0.8429,0.0000,23.5436,0.0000,12.1932,0.9531,24.5813
CP002027.1,gene,176701,177406,+,MMSYN1_0136,,mRNA,glycerophosphodiester phosphodiesterase,705,34.2965,0.4085,113.6392,1.3536,43.2043,0.0000,142.3912,0.0000,274.4014,10.0667,488.0613,17.9050,128.0152,0.6768,488.0613,17.9050,308.0383,9.2909,23.0008,0.0000
CP002027.1,gene,177565,177844,+,MMSYN1_0137,rpmE,mRNA,ribosomal protein L31,279,8148.4265,2.5878,26999.3217,8.5746,7628.3656,3.0179,25141.3223,9.9464,8697.6559,2.2437,15469.9988,3.9908,26070.3220,9.2605,15469.9988,3.9908,20770.1604,6.6256,677.9288,0.7551
CP002027.1,gene,177916,179815,+,MMSYN1_0138,,mRNA,conserved hypothetical protein,1899,2.2038,0.0000,7.3021,0.0000,3.1806,0.1032,10.4826,0.3402,30.3233,0.0832,53.9343,0.1480,8.8924,0.1701,53.9343,0.1480,31.4133,0.1590,756.9083,3.8907
CP002027.1,gene,179824,180775,+,MMSYN1_0139,,mRNA,DHH family protein,951,23.0126,1.4059,76.2509,4.6583,36.3249,0.9863,119.7185,3.2507,120.5300,3.9842,214.3794,7.0865,97.9847,3.9545,214.3794,7.0865,156.1821,5.5205,333.8020,2.0495
CP002027.1,gene,180776,181406,+,MMSYN1_0140,tdk,mRNA,thymidine kinase,630,79.9048,1.1222,264.7596,3.7184,76.7571,0.5683,252.9737,1.8728,326.7508,2.6667,581.1720,4.7430,258.8667,2.7956,581.1720,4.7430,420.0194,3.7693,580.7382,1.9056
CP002027.1,gene,181408,182503,+,MMSYN1_0141,prfA,mRNA,peptide chain release factor 1,1095,197.1963,2.5918,653.3982,8.5877,191.8356,1.7397,632.2457,5.7337,340.2612,0.5379,605.2022,0.9567,642.8220,7.1607,605.2022,0.9567,624.0121,4.0587,601.0704,1.6751
CP002027.1,gene,182495,183344,+,MMSYN1_0142,prmC,mRNA,protein-(glutamine-N5) methyltransferase_ release factor-specific,849,0.5241,0.0000,1.7367,0.0000,0.4217,0.2591,1.3897,0.8540,6.0801,0.0000,10.8143,0.0000,1.5632,0.4270,10.8143,0.0000,6.1888,0.2135,76.1784,2.2401
CP002027.1,gene,183352,184825,+,MMSYN1_0143,,mRNA,putative membrane protein,1473,2.1276,0.0000,7.0498,0.0000,1.6843,0.0000,5.5511,0.0000,3.7312,0.2227,6.6364,0.3961,6.3004,0.0000,6.6364,0.3961,6.4684,0.1980,166.0214,9.2396
CP002027.1,gene,184833,185334,+,MMSYN1_0144,,mRNA,conserved hypothetical protein,501,0.0000,0.0000,0.0000,0.0000,1.4910,0.0000,4.9140,0.0000,6.3513,0.0000,11.2967,0.0000,2.4570,0.0000,11.2967,0.0000,6.8768,0.0000,287.1744,4.9590
CP002027.1,gene,185448,186363,+,MMSYN1_0145,,mRNA,conserved hypothetical protein,915,221.4328,0.0000,733.7042,0.0000,222.6098,0.4066,733.6703,1.3399,713.0153,0.0000,1268.1975,0.0000,733.6873,0.6700,1268.1975,0.0000,1000.9424,0.3350,1821.4354,0.2700
CP002027.1,gene,186591,187299,+,MMSYN1_0146,,mRNA,conserved hypothetical protein,708,0.0000,0.0000,0.0000,0.0000,0.0000,0.1808,0.0000,0.5958,0.0000,0.0000,0.0000,0.0000,0.0000,0.2979,0.0000,0.0000,0.0000,0.1490,19.1155,0.7597
CP002027.1,gene,187298,188828,+,MMSYN1_0147,,mRNA,cardiolipin synthetase,1530,0.4915,0.0000,1.6286,0.0000,0.2000,0.0000,0.6592,0.0000,1.8941,0.1647,3.3690,0.2930,1.1439,0.0000,3.3690,0.2930,2.2564,0.1465,6.3434,1.2562
CP002027.1,gene,188951,189371,+,MMSYN1_0148,rpsL,mRNA,ribosomal protein S12,420,1894.0381,3.0762,6275.7814,10.1928,1777.8857,2.6810,5859.4986,8.8358,1800.2690,3.8810,3202.0306,6.9028,6067.6400,9.5143,3202.0306,6.9028,4634.8353,8.2086,2377.9834,0.3067
CP002027.1,gene,189457,189925,+,MMSYN1_0149,rpsG,mRNA,ribosomal protein S7,468,462.2756,0.4231,1531.7226,1.4018,446.7222,0.2799,1472.2928,0.9225,1028.6838,0.7949,1829.6581,1.4138,1502.0077,1.1622,1829.6581,1.4138,1665.8329,1.2880,2853.9193,1.2774
CP002027.1,gene,189949,192019,+,MMSYN1_0150,fusA,mRNA,translation elongation factor G,2070,1200.2440,0.4010,3976.9362,1.3286,1103.0063,0.9063,3635.2527,2.9869,1656.9638,2.4884,2947.1420,4.4260,3806.0945,2.1577,2947.1420,4.4260,3376.6183,3.2919,3658.1170,3.0592
CP002027.1,gene,192150,193338,+,MMSYN1_0151,tuf,mRNA,translation elongation factor Tu,1188,4486.6616,16.3089,14866.2837,54.0386,4228.6978,23.1700,13936.8064,76.3631,6485.5800,69.3771,11535.5120,123.3969,14401.5451,65.2008,11535.5120,123.3969,12968.5285,94.2989,4631.8321,4.4213
CP002027.1,gene,193470,195336,+,MMSYN1_0152,,mRNA,PTS system glucose-specific eiic ba component,1866,136.0589,0.1951,450.8232,0.6464,133.8156,1.5831,441.0253,5.2174,447.1817,2.5311,795.3752,4.5019,445.9242,2.9319,795.3752,4.5019,620.6497,3.7169,1619.7462,4.2668
CP002027.1,gene,195319,197590,+,MMSYN1_0153,,mRNA,glycosyl hydrolase_ family 31,2271,54.7926,1.2699,181.5520,4.2078,46.5139,1.2140,153.2989,4.0011,185.1396,4.8833,329.2967,8.6857,167.4255,4.1044,329.2967,8.6857,248.3611,6.3950,247.8973,8.0019
CP002027.1,gene,197742,199098,+,MMSYN1_0154,lap,mRNA,leucyl aminopeptidase,1356,581.3510,0.4985,1926.2717,1.6518,572.8142,0.2109,1887.8625,0.6951,1297.0922,1.8827,2307.0601,3.3487,1907.0671,1.1735,2307.0601,3.3487,2107.0636,2.2611,449.4663,0.1853
CP002027.1,gene,200903,201506,+,MMSYN1_0155,,pseudo,PSEUDOGENE - conserved hypothetical protein,603,159.8806,0.0000,529.7548,0.0000,172.0829,2.2421,567.1454,7.3895,1770.7214,1.9751,3149.4759,3.5130,548.4501,3.6948,3149.4759,3.5130,1848.9630,3.6039,72.1350,0.3571
CP002027.1,gene,201663,202329,-,MMSYN1_0156,trmB,mRNA,tRNA (guanine-N(7)-)-methyltransferase,666,0.6336,0.6006,2.0995,1.9901,1.6907,1.4084,5.5721,4.6418,11.1712,1.3213,19.8695,2.3502,3.8358,3.3159,19.8695,2.3502,11.8527,2.8330,29.6722,10.5043
CP002027.1,gene,202330,203734,-,MMSYN1_0157,mgtE,mRNA,magnesium transporter,1404,0.0000,0.8490,0.0000,2.8131,0.2849,1.1154,0.9390,3.6760,6.4950,1.2842,11.5523,2.2841,0.4695,3.2446,11.5523,2.2841,6.0109,2.7643,45.2341,26.1534
CP002027.1,gene,203878,204289,+,MMSYN1_0158,ssrA,tmRNA,transfer-messenger RNA (ssrA),411,5870.1022,4.2944,19450.2309,14.2292,5767.8735,6.3017,19009.5722,20.7690,16438.6253,3.8102,29238.3966,6.7770,19229.9015,17.4991,29238.3966,6.7770,24234.1491,12.1381,191.8206,0.0096
CP002027.1,gene,204413,206543,+,MMSYN1_0159,,mRNA,putative liporotein,2130,19.6230,0.5545,65.0196,1.8372,22.4174,1.8413,73.8825,6.0685,57.9854,2.1451,103.1352,3.8153,69.4510,3.9529,103.1352,3.8153,86.2931,3.8841,43.8173,6.0736
CP002027.1,gene,206562,207315,-,MMSYN1_0160,abiGIA,mRNA,abortive infection protein AbiGII,753,0.0000,0.0000,0.0000,0.0000,0.5259,0.0000,1.7332,0.0000,1.1952,0.9402,2.1259,1.6723,0.8666,0.0000,2.1259,1.6723,1.4962,0.8362,4.6492,9.9432
CP002027.1,gene,207401,207998,-,MMSYN1_0161,abiGIB,mRNA,abortive infection protein AbiGI,597,0.0000,1.6650,0.0000,5.5168,0.6265,1.5544,2.0647,5.1231,0.8375,8.2965,1.4896,14.7565,1.0323,5.3200,1.4896,14.7565,1.2610,10.0382,1.4790,5.3519
CP002027.1,gene,208208,209415,-,MMSYN1_0162,,pseudo,PSEUDOGENE - putative lipoprotein_ authentic frameshift,1207,23.9495,0.1607,79.3551,0.5326,26.2361,0.0000,86.4682,0.0000,74.9660,1.9602,133.3376,3.4865,82.9116,0.2663,133.3376,3.4865,108.1246,1.8764,6.5472,4.0915
CP002027.1,gene,209528,212219,-,MMSYN1_0163,alaS,mRNA,alanine--tRNA ligase,2691,63.5604,0.2802,210.6035,0.9284,78.5507,0.0000,258.8850,0.0000,188.4366,0.3701,335.1609,0.6583,234.7442,0.4642,335.1609,0.6583,284.9526,0.5613,258.3671,0.0703
CP002027.1,gene,212292,212787,-,MMSYN1_0164,,mRNA,conserved hypothetical protein,495,1.3172,0.0000,4.3644,0.0000,2.4646,0.0000,8.1229,0.0000,1.9071,0.0000,3.3920,0.0000,6.2436,0.0000,3.3920,0.0000,4.8178,0.0000,1.1208,0.0556
CP002027.1,gene,213004,214249,+,MMSYN1_0165,,mRNA,oligopeptide ABC transporter_ permease component,1245,205.8418,7.8811,682.0443,26.1136,188.1197,3.7671,619.9988,12.4154,270.6867,29.6691,481.4543,52.7706,651.0216,19.2645,481.4543,52.7706,566.2379,36.0176,94.6765,4.9107
CP002027.1,gene,214264,215275,+,MMSYN1_0166,,mRNA,oligopeptide ABC transporter_ permease component I,1011,95.9367,5.5648,317.8805,18.4386,125.7765,5.0495,414.5300,16.6418,243.4115,26.6024,432.9414,47.3160,366.2052,17.5402,432.9414,47.3160,399.5733,32.4281,193.3307,3.8858
CP002027.1,gene,215288,216989,+,MMSYN1_0167,,mRNA,oligopeptide ABC transporter_ ATP-binding component,1701,112.2616,7.7349,371.9721,25.6290,112.5961,5.5908,371.0907,18.4261,168.4703,24.0888,299.6480,42.8453,371.5314,22.0275,299.6480,42.8453,335.5897,32.4364,139.6368,3.4658
CP002027.1,gene,216990,218859,+,MMSYN1_0168,,mRNA,ABC transporter_ ATP-binding protein_ putative,1869,69.8079,2.5698,231.3043,8.5150,91.5003,1.3376,301.5636,4.4085,163.6586,7.8796,291.0898,14.0150,266.4340,6.4617,291.0898,14.0150,278.7619,10.2384,408.5436,15.0392
CP002027.1,gene,218875,221977,+,MMSYN1_0169,,mRNA,putative liporotein,3102,176.9117,1.0348,586.1862,3.4288,199.4587,1.3063,657.3697,4.3051,425.0074,2.6628,755.9352,4.7362,621.7779,3.8670,755.9352,4.7362,688.8566,4.3016,2252.2882,4.9277
CP002027.1,gene,222394,223690,-,MMSYN1_0170,,mRNA,ATPase,1296,0.4537,0.2948,1.5033,0.9766,0.0000,0.0000,0.0000,0.0000,2.8758,0.0000,5.1150,0.0000,0.7517,0.4883,5.1150,0.0000,2.9333,0.2442,58.5474,3.4384
